draw_no,draw_date,winning_number,digit1,digit2,digit3,digit4,straight_payout,box_payout,set_straight_payout,set_box_payout
4242,2015-09-29,0661,0,6,6,1,1618400,134800,876600,67400
4243,2015-09-30,4099,4,0,9,9,1112200,92600,602400,46300
4244,2015-10-01,5442,5,4,4,2,1413000,117700,765300,58800
4245,2015-10-02,4056,4,0,5,6,1025700,42700,534200,21300
4246,2015-10-05,4355,4,3,5,5,815100,67900,441500,33900
4247,2015-10-06,4109,4,1,0,9,799900,33300,416600,16600
4248,2015-10-07,5660,5,6,6,0,1081600,90100,585800,45000
4249,2015-10-08,1815,1,8,1,5,894300,74500,484400,37200
4250,2015-10-09,3847,3,8,4,7,1063400,44300,553800,22100
4251,2015-10-12,4065,4,0,6,5,939100,39100,489100,19500
4252,2015-10-13,7865,7,8,6,5,859400,35800,447600,17900
4253,2015-10-14,2298,2,2,9,8,905900,75400,490600,37700
4254,2015-10-15,9074,9,0,7,4,974100,40500,507300,20200
4255,2015-10-16,3209,3,2,0,9,979300,40800,510000,20400
4256,2015-10-19,0989,0,9,8,9,1173300,97700,635500,48800
4257,2015-10-20,9437,9,4,3,7,1121100,46700,583900,23300
4258,2015-10-21,1550,1,5,5,0,967800,80600,524200,40300
4259,2015-10-22,4750,4,7,5,0,934700,38900,486800,19400
4260,2015-10-23,2603,2,6,0,3,948300,39500,493900,19700
4261,2015-10-26,9030,9,0,3,0,919100,76500,497800,38200
4262,2015-10-27,8880,8,8,8,0,924000,231000,577500,115500
4263,2015-10-28,1731,1,7,3,1,984300,82000,533100,41000
4264,2015-10-29,3433,3,4,3,3,1329600,332400,831000,166200
4265,2015-10-30,9043,9,0,4,3,953900,39700,496800,19800
4266,2015-11-02,0416,0,4,1,6,574900,23900,299400,11900
4267,2015-11-03,7706,7,7,0,6,1351900,112600,732200,56300
4268,2015-11-04,8741,8,7,4,1,982800,40900,511800,20400
4269,2015-11-05,4121,4,1,2,1,880200,73300,476700,36600
4270,2015-11-06,3748,3,7,4,8,830800,34600,432700,17300
4271,2015-11-09,7522,7,5,2,2,1037500,86400,561900,43200
4272,2015-11-10,1702,1,7,0,2,858100,35700,446900,17800
4273,2015-11-11,9395,9,3,9,5,1182500,98500,640500,49200
4274,2015-11-12,2819,2,8,1,9,918900,38200,478500,19100
4275,2015-11-13,8000,8,0,0,0,526100,131500,328800,65700
4276,2015-11-16,2953,2,9,5,3,984700,41000,512800,20500
4277,2015-11-17,3449,3,4,4,9,1156500,96300,626400,48100
4278,2015-11-18,6743,6,7,4,3,881500,36700,459100,18300
4279,2015-11-19,3919,3,9,1,9,867800,72300,470000,36100
4280,2015-11-20,8620,8,6,2,0,1055600,43900,549700,21900
4281,2015-11-23,5231,5,2,3,1,942600,39200,490900,19600
4282,2015-11-24,9631,9,6,3,1,860600,35800,448200,17900
4283,2015-11-25,0887,0,8,8,7,1106000,92100,599000,46000
4284,2015-11-26,9603,9,6,0,3,918800,38200,478500,19100
4285,2015-11-27,3619,3,6,1,9,783100,32600,407800,16300
4286,2015-11-30,1417,1,4,1,7,630800,52500,341600,26200
4287,2015-12-01,1018,1,0,1,8,403200,33600,218400,16800
4288,2015-12-02,6170,6,1,7,0,1051700,43800,547700,21900
4289,2015-12-03,1063,1,0,6,3,703700,29300,366500,14600
4290,2015-12-04,2118,2,1,1,8,699200,58200,378700,29100
4291,2015-12-07,1809,1,8,0,9,623000,25900,324400,12900
4292,2015-12-08,1370,1,3,7,0,904700,37600,471100,18800
4293,2015-12-09,2727,2,7,2,7,1028100,171300,599700,85600
4294,2015-12-10,1263,1,2,6,3,836300,34800,435500,17400
4295,2015-12-11,7899,7,8,9,9,754400,62800,408600,31400
4296,2015-12-14,7409,7,4,0,9,828400,34500,431400,17200
4297,2015-12-15,8937,8,9,3,7,877900,36500,457200,18200
4298,2015-12-16,4078,4,0,7,8,675500,28100,351800,14000
4299,2015-12-17,5866,5,8,6,6,975500,81200,528300,40600
4300,2015-12-18,2901,2,9,0,1,825800,34400,430100,17200
4301,2015-12-21,5306,5,3,0,6,1275500,53100,664300,26500
4302,2015-12-22,7376,7,3,7,6,1060400,88300,574300,44100
4303,2015-12-23,5132,5,1,3,2,1123300,46800,585000,23400
4304,2015-12-24,4690,4,6,9,0,833600,34700,434100,17300
4305,2015-12-25,6790,6,7,9,0,898900,37400,468100,18700
4306,2015-12-28,4468,4,4,6,8,1154100,96100,625100,48000
4307,2015-12-29,8354,8,3,5,4,939500,39100,489300,19500
4308,2015-12-30,5496,5,4,9,6,891800,37100,464400,18500
4309,2016-01-04,6778,6,7,7,8,783900,65300,424600,32600
4310,2016-01-05,5456,5,4,5,6,684000,57000,370500,28500
4311,2016-01-06,3619,3,6,1,9,688100,28600,358300,14300
4312,2016-01-07,5865,5,8,6,5,1240000,103300,671600,51600
4313,2016-01-08,6186,6,1,8,6,1065500,88700,577100,44300
4314,2016-01-11,5621,5,6,2,1,952000,39600,495800,19800
4315,2016-01-12,2227,2,2,2,7,862500,215600,539000,107800
4316,2016-01-13,2956,2,9,5,6,906600,37700,472100,18800
4317,2016-01-14,1944,1,9,4,4,636800,53000,344900,26500
4318,2016-01-15,8955,8,9,5,5,1109800,92400,601100,46200
4319,2016-01-18,4150,4,1,5,0,918700,38200,478400,19100
4320,2016-01-19,8252,8,2,5,2,1305800,108800,707300,54400
4321,2016-01-20,8339,8,3,3,9,921500,76700,499100,38300
4322,2016-01-21,2489,2,4,8,9,983200,40900,512000,20400
4323,2016-01-22,1492,1,4,9,2,714900,29700,372300,14800
4324,2016-01-25,5696,5,6,9,6,1053500,87700,570600,43800
4325,2016-01-26,7323,7,3,2,3,1221400,101700,661500,50800
4326,2016-01-27,5526,5,5,2,6,988700,82300,535500,41100
4327,2016-01-28,4893,4,8,9,3,853300,35500,444400,17700
4328,2016-01-29,0599,0,5,9,9,1192000,99300,645600,49600
4329,2016-02-01,9021,9,0,2,1,717700,29900,373800,14900
4330,2016-02-02,0908,0,9,0,8,490100,40800,265400,20400
4331,2016-02-03,1499,1,4,9,9,1011700,84300,548000,42100
4332,2016-02-04,8845,8,8,4,5,600900,50000,325400,25000
4333,2016-02-05,2339,2,3,3,9,748500,62300,405400,31100
4334,2016-02-08,9359,9,3,5,9,1264600,105300,684900,52600
4335,2016-02-09,3120,3,1,2,0,875100,36400,455700,18200
4336,2016-02-10,3276,3,2,7,6,923700,38400,481000,19200
4337,2016-02-11,8813,8,8,1,3,954700,79500,517100,39700
4338,2016-02-12,8365,8,3,6,5,978300,40700,509500,20300
4339,2016-02-15,8458,8,4,5,8,1161700,96800,629200,48400
4340,2016-02-16,8329,8,3,2,9,508600,21100,264800,10500
4341,2016-02-17,5738,5,7,3,8,878300,36500,457400,18200
4342,2016-02-18,3157,3,1,5,7,661300,27500,344400,13700
4343,2016-02-19,7027,7,0,2,7,947300,78900,513100,39400
4344,2016-02-22,8368,8,3,6,8,1088100,90600,589300,45300
4345,2016-02-23,2332,2,3,3,2,733700,122200,427900,61100
4346,2016-02-24,8831,8,8,3,1,886300,73800,480000,36900
4347,2016-02-25,1576,1,5,7,6,1030800,42900,536800,21400
4348,2016-02-26,9766,9,7,6,6,1314700,109500,712100,54700
4349,2016-02-29,3730,3,7,3,0,996800,83000,539900,41500
4350,2016-03-01,9933,9,9,3,3,1131900,188600,660200,94300
4351,2016-03-02,2600,2,6,0,0,1184100,98600,641300,49300
4352,2016-03-03,5028,5,0,2,8,977900,40700,509300,20300
4353,2016-03-04,4944,4,9,4,4,770800,192700,481700,96300
4354,2016-03-07,1975,1,9,7,5,745600,31000,388300,15500
4355,2016-03-08,6429,6,4,2,9,1030000,42900,536400,21400
4356,2016-03-09,0736,0,7,3,6,1242500,51700,647100,25800
4357,2016-03-10,7486,7,4,8,6,898300,37400,467800,18700
4358,2016-03-11,3876,3,8,7,6,764000,31800,397900,15900
4359,2016-03-14,5252,5,2,5,2,753800,125600,439700,62800
4360,2016-03-15,0448,0,4,4,8,1328400,110700,719500,55300
4361,2016-03-16,7742,7,7,4,2,985000,82000,533500,41000
4362,2016-03-17,8126,8,1,2,6,922900,38400,480600,19200
4363,2016-03-18,2293,2,2,9,3,1043500,86900,565200,43400
4364,2016-03-21,7711,7,7,1,1,767400,127900,447600,63900
4365,2016-03-22,0570,0,5,7,0,954300,79500,516900,39700
4366,2016-03-23,6375,6,3,7,5,1085200,45200,565200,22600
4367,2016-03-24,8188,8,1,8,8,911400,227800,569600,113900
4368,2016-03-25,5148,5,1,4,8,884000,36800,460400,18400
4369,2016-03-28,7777,7,7,7,7,238900,,,
4370,2016-03-29,6861,6,8,6,1,1539100,128200,833600,64100
4371,2016-03-30,0551,0,5,5,1,1040300,86600,563400,43300
4372,2016-03-31,6585,6,5,8,5,1044400,87000,565700,43500
4373,2016-04-01,3823,3,8,2,3,879400,73200,476300,36600
4374,2016-04-04,4131,4,1,3,1,906200,75500,490800,37700
4375,2016-04-05,8622,8,6,2,2,856300,71300,463800,35600
4376,2016-04-06,4735,4,7,3,5,860300,35800,448000,17900
4377,2016-04-07,3744,3,7,4,4,731200,60900,396000,30400
4378,2016-04-08,3642,3,6,4,2,919900,38300,479100,19100
4379,2016-04-11,8525,8,5,2,5,996000,83000,539500,41500
4380,2016-04-12,7701,7,7,0,1,1059800,88300,574000,44100
4381,2016-04-13,1701,1,7,0,1,726200,60500,393300,30200
4382,2016-04-14,7930,7,9,3,0,1239500,51600,645500,25800
4383,2016-04-15,8459,8,4,5,9,909900,37900,473900,18900
4384,2016-04-18,5781,5,7,8,1,976300,40600,508400,20300
4385,2016-04-19,1084,1,0,8,4,971300,40400,505800,20200
4386,2016-04-20,2994,2,9,9,4,967700,80600,524100,40300
4387,2016-04-21,3141,3,1,4,1,907600,75600,491600,37800
4388,2016-04-22,7439,7,4,3,9,743000,30900,386900,15400
4389,2016-04-25,3778,3,7,7,8,776300,64600,420400,32300
4390,2016-04-26,4217,4,2,1,7,863300,35900,449600,17900
4391,2016-04-27,8034,8,0,3,4,1164800,48500,606600,24200
4392,2016-04-28,2335,2,3,3,5,808700,67300,438000,33600
4393,2016-04-29,6051,6,0,5,1,1042200,43400,542800,21700
4394,2016-05-02,1548,1,5,4,8,943600,39300,491400,19600
4395,2016-05-03,5906,5,9,0,6,810100,33700,421900,16800
4396,2016-05-04,3942,3,9,4,2,1036500,43100,539800,21500
4397,2016-05-05,9013,9,0,1,3,804200,33500,418800,16700
4398,2016-05-06,4392,4,3,9,2,884900,36800,460800,18400
4399,2016-05-09,1308,1,3,0,8,762400,31700,397000,15800
4400,2016-05-10,4418,4,4,1,8,737300,61400,399300,30700
4401,2016-05-11,8132,8,1,3,2,863900,35900,449900,17900
4402,2016-05-12,7482,7,4,8,2,933100,38800,485900,19400
4403,2016-05-13,0483,0,4,8,3,1431800,59600,745700,29800
4404,2016-05-16,0154,0,1,5,4,994900,41400,518100,20700
4405,2016-05-17,7546,7,5,4,6,935700,38900,487300,19400
4406,2016-05-18,6117,6,1,1,7,950900,79200,515000,39600
4407,2016-05-19,0869,0,8,6,9,1569300,65300,817300,32600
4408,2016-05-20,1775,1,7,7,5,909100,75700,492400,37800
4409,2016-05-23,8403,8,4,0,3,1193800,49700,621700,24800
4410,2016-05-24,8113,8,1,1,3,1160700,96700,628700,48300
4411,2016-05-25,9104,9,1,0,4,899700,37400,468500,18700
4412,2016-05-26,3747,3,7,4,7,1144300,95300,619800,47600
4413,2016-05-27,7398,7,3,9,8,923300,38400,480800,19200
4414,2016-05-30,1376,1,3,7,6,1028500,42800,535600,21400
4415,2016-05-31,3940,3,9,4,0,914600,38100,476300,19000
4416,2016-06-01,9082,9,0,8,2,1013200,42200,527700,21100
4417,2016-06-02,7299,7,2,9,9,1091300,90900,591100,45400
4418,2016-06-03,1297,1,2,9,7,905200,37700,471400,18800
4419,2016-06-06,3659,3,6,5,9,809900,33700,421800,16800
4420,2016-06-07,3629,3,6,2,9,713100,29700,371400,14800
4421,2016-06-08,2688,2,6,8,8,939900,78300,509100,39100
4422,2016-06-09,2401,2,4,0,1,876600,36500,456500,18200
4423,2016-06-10,7530,7,5,3,0,1119200,46600,582900,23300
4424,2016-06-13,1949,1,9,4,9,428700,35700,232200,17800
4425,2016-06-14,0411,0,4,1,1,551900,45900,298900,22900
4426,2016-06-15,6150,6,1,5,0,543400,22600,283000,11300
4427,2016-06-16,8976,8,9,7,6,891100,37100,464100,18500
4428,2016-06-17,5942,5,9,4,2,1011300,42100,526700,21000
4429,2016-06-20,9044,9,0,4,4,991500,82600,537000,41300
4430,2016-06-21,4406,4,4,0,6,1004000,83600,543800,41800
4431,2016-06-22,7028,7,0,2,8,846300,35200,440700,17600
4432,2016-06-23,3567,3,5,6,7,906700,37700,472200,18800
4433,2016-06-24,7935,7,9,3,5,706400,29400,367900,14700
4434,2016-06-27,0643,0,6,4,3,1325700,55200,690400,27600
4435,2016-06-28,0846,0,8,4,6,921200,38300,479700,19100
4436,2016-06-29,7253,7,2,5,3,650100,27000,338500,13500
4437,2016-06-30,8984,8,9,8,4,1142900,95200,619000,47600
4438,2016-07-01,8080,8,0,8,0,617000,102800,359900,51400
4439,2016-07-04,7318,7,3,1,8,679500,28300,353900,14100
4440,2016-07-05,3014,3,0,1,4,695300,28900,362100,14400
4441,2016-07-06,8872,8,8,7,2,1390900,115900,753400,57900
4442,2016-07-07,7982,7,9,8,2,754500,31400,392900,15700
4443,2016-07-08,5179,5,1,7,9,962300,40000,501100,20000
4444,2016-07-11,8392,8,3,9,2,954700,39700,497200,19800
4445,2016-07-12,4315,4,3,1,5,1086500,45200,565800,22600
4446,2016-07-13,8082,8,0,8,2,1212200,101000,656600,50500
4447,2016-07-14,2948,2,9,4,8,802700,33400,418000,16700
4448,2016-07-15,4744,4,7,4,4,1028200,257000,642600,128500
4449,2016-07-18,7409,7,4,0,9,565700,23500,294600,11700
4450,2016-07-19,3068,3,0,6,8,915300,38100,476700,19000
4451,2016-07-20,5556,5,5,5,6,1311900,327900,819900,163900
4452,2016-07-21,4473,4,4,7,3,1214700,101200,657900,50600
4453,2016-07-22,4380,4,3,8,0,783000,32600,407800,16300
4454,2016-07-25,4800,4,8,0,0,1152300,96000,624100,48000
4455,2016-07-26,9750,9,7,5,0,1134900,47200,591000,23600
4456,2016-07-27,4277,4,2,7,7,1170600,97500,634000,48700
4457,2016-07-28,2024,2,0,2,4,1033100,86000,559500,43000
4458,2016-07-29,5956,5,9,5,6,1281600,106800,694200,53400
4459,2016-08-01,2913,2,9,1,3,742000,30900,386400,15400
4460,2016-08-02,9083,9,0,8,3,842400,35100,438700,17500
4461,2016-08-03,5813,5,8,1,3,737100,30700,383900,15300
4462,2016-08-04,9995,9,9,9,5,1075200,268800,672000,134400
4463,2016-08-05,2008,2,0,0,8,850400,70800,460600,35400
4464,2016-08-08,9401,9,4,0,1,1158700,48200,603400,24100
4465,2016-08-09,8391,8,3,9,1,662500,27600,345000,13800
4466,2016-08-10,0668,0,6,6,8,1324600,110300,717400,55100
4467,2016-08-11,7869,7,8,6,9,778500,32400,405400,16200
4468,2016-08-12,4605,4,6,0,5,1255800,52300,654000,26100
4469,2016-08-15,8208,8,2,0,8,1258200,104800,681500,52400
4470,2016-08-16,0311,0,3,1,1,551900,45900,298900,22900
4471,2016-08-17,1065,1,0,6,5,1038900,43200,541000,21600
4472,2016-08-18,3838,3,8,3,8,566400,94400,330400,47200
4473,2016-08-19,5863,5,8,6,3,693000,28800,360900,14400
4474,2016-08-22,1776,1,7,7,6,993200,82700,537900,41300
4475,2016-08-23,4097,4,0,9,7,762100,31700,396900,15800
4476,2016-08-24,9484,9,4,8,4,1363800,113600,738700,56800
4477,2016-08-25,1904,1,9,0,4,1065000,44300,554600,22100
4478,2016-08-26,8699,8,6,9,9,874000,72800,473400,36400
4479,2016-08-29,9929,9,9,2,9,1279300,319800,799500,159900
4480,2016-08-30,7736,7,7,3,6,1176000,98000,637000,49000
4481,2016-08-31,1355,1,3,5,5,930800,77500,504100,38700
4482,2016-09-01,0025,0,0,2,5,1474500,122800,798600,61400
4483,2016-09-02,0388,0,3,8,8,952300,79300,515800,39600
4484,2016-09-05,6869,6,8,6,9,766300,63800,415000,31900
4485,2016-09-06,9228,9,2,2,8,1239500,103200,671300,51600
4486,2016-09-07,6732,6,7,3,2,986800,41100,513900,20500
4487,2016-09-08,7656,7,6,5,6,1247300,103900,675600,51900
4488,2016-09-09,3952,3,9,5,2,887600,36900,462200,18400
4489,2016-09-12,6572,6,5,7,2,1089300,45300,567300,22600
4490,2016-09-13,3537,3,5,3,7,697500,58100,377800,29000
4491,2016-09-14,2861,2,8,6,1,1155900,48100,602000,24000
4492,2016-09-15,8220,8,2,2,0,1067800,88900,578300,44400
4493,2016-09-16,7281,7,2,8,1,848400,35300,441800,17600
4494,2016-09-19,9024,9,0,2,4,891200,37100,464100,18500
4495,2016-09-20,9109,9,1,0,9,784300,65300,424800,32600
4496,2016-09-21,8014,8,0,1,4,687500,28600,358000,14300
4497,2016-09-22,7170,7,1,7,0,944400,78700,511500,39300
4498,2016-09-23,6765,6,7,6,5,890700,74200,482400,37100
4499,2016-09-26,4564,4,5,6,4,931100,77500,504300,38700
4500,2016-09-27,1362,1,3,6,2,1140800,47500,594100,23700
4501,2016-09-28,1613,1,6,1,3,810300,67500,438900,33700
4502,2016-09-29,7015,7,0,1,5,1086800,45200,566000,22600
4503,2016-09-30,8597,8,5,9,7,923200,38400,480800,19200
4504,2016-10-03,2964,2,9,6,4,1017900,42400,530100,21200
4505,2016-10-04,9427,9,4,2,7,891700,37100,464400,18500
4506,2016-10-05,4439,4,4,3,9,946400,78800,512600,39400
4507,2016-10-06,1019,1,0,1,9,304500,25300,164900,12600
4508,2016-10-07,8786,8,7,8,6,902200,75100,488600,37500
4509,2016-10-10,8019,8,0,1,9,521200,21700,271400,10800
4510,2016-10-11,1098,1,0,9,8,586600,24400,305500,12200
4511,2016-10-12,0237,0,2,3,7,1234700,51400,643000,25700
4512,2016-10-13,6838,6,8,3,8,1358300,113100,735700,56500
4513,2016-10-14,9384,9,3,8,4,1029800,42900,536300,21400
4514,2016-10-17,1404,1,4,0,4,987700,82300,535000,41100
4515,2016-10-18,3741,3,7,4,1,535600,22300,278900,11100
4516,2016-10-19,0995,0,9,9,5,2037000,169700,1103300,84800
4517,2016-10-20,2277,2,2,7,7,1135300,189200,662200,94600
4518,2016-10-21,3081,3,0,8,1,995000,41400,518200,20700
4519,2016-10-24,4820,4,8,2,0,924700,38500,481600,19200
4520,2016-10-25,5930,5,9,3,0,951900,39600,495700,19800
4521,2016-10-26,5030,5,0,3,0,884400,73700,479000,36800
4522,2016-10-27,5550,5,5,5,0,606100,151500,378800,75700
4523,2016-10-28,0494,0,4,9,4,1416900,118000,767400,59000
4524,2016-10-31,8953,8,9,5,3,885500,36800,461100,18400
4525,2016-11-01,7543,7,5,4,3,1074200,44700,559400,22300
4526,2016-11-02,2073,2,0,7,3,1258400,52400,655400,26200
4527,2016-11-03,5404,5,4,0,4,1075200,89600,582400,44800
4528,2016-11-04,5831,5,8,3,1,947200,39400,493300,19700
4529,2016-11-07,5314,5,3,1,4,884100,36800,460400,18400
4530,2016-11-08,2645,2,6,4,5,982900,40900,511900,20400
4531,2016-11-09,6433,6,4,3,3,996400,83000,539700,41500
4532,2016-11-10,3294,3,2,9,4,1348600,56100,702300,28000
4533,2016-11-11,0371,0,3,7,1,977400,40700,509000,20300
4534,2016-11-14,9771,9,7,7,1,1266000,105500,685700,52700
4535,2016-11-15,3756,3,7,5,6,847300,35300,441300,17600
4536,2016-11-16,1097,1,0,9,7,1044100,43500,543800,21700
4537,2016-11-17,0328,0,3,2,8,525900,21900,273900,10900
4538,2016-11-18,3094,3,0,9,4,918500,38200,478300,19100
4539,2016-11-21,8469,8,4,6,9,945200,39300,492200,19600
4540,2016-11-22,9817,9,8,1,7,872100,36300,454200,18100
4541,2016-11-23,5769,5,7,6,9,1121100,46700,583900,23300
4542,2016-11-24,0990,0,9,9,0,721300,120200,420700,60100
4543,2016-11-25,1415,1,4,1,5,852500,71000,461700,35500
4544,2016-11-28,3695,3,6,9,5,843100,35100,439100,17500
4545,2016-11-29,2150,2,1,5,0,955200,39800,497500,19900
4546,2016-11-30,8573,8,5,7,3,995800,41400,518600,20700
4547,2016-12-01,3057,3,0,5,7,862000,35900,448900,17900
4548,2016-12-02,3669,3,6,6,9,588500,49000,318700,24500
4549,2016-12-05,0261,0,2,6,1,873600,36400,455000,18200
4550,2016-12-06,0750,0,7,5,0,1277400,106400,691900,53200
4551,2016-12-07,4802,4,8,0,2,1015900,42300,529100,21100
4552,2016-12-08,9583,9,5,8,3,830100,34500,432300,17200
4553,2016-12-09,7633,7,6,3,3,915800,76300,496000,38100
4554,2016-12-12,4761,4,7,6,1,1173200,48800,611000,24400
4555,2016-12-13,6612,6,6,1,2,1125000,93700,609300,46800
4556,2016-12-14,6007,6,0,0,7,1275900,106300,691100,53100
4557,2016-12-15,4796,4,7,9,6,902400,37600,470000,18800
4558,2016-12-16,6121,6,1,2,1,546800,45500,296100,22700
4559,2016-12-19,0420,0,4,2,0,833000,69400,451200,34700
4560,2016-12-20,8322,8,3,2,2,1092500,91000,591700,45500
4561,2016-12-21,3080,3,0,8,0,1028700,85700,557200,42800
4562,2016-12-22,6058,6,0,5,8,1178600,49100,613800,24500
4563,2016-12-23,1018,1,0,1,8,335200,27900,181500,13900
4564,2016-12-26,4753,4,7,5,3,865000,36000,450500,18000
4565,2016-12-27,0905,0,9,0,5,653500,54400,353900,27200
4566,2016-12-28,7703,7,7,0,3,1044200,87000,565600,43500
4567,2016-12-29,7546,7,5,4,6,977900,40700,509300,20300
4568,2016-12-30,3598,3,5,9,8,1022000,42500,532200,21200
4569,2017-01-04,4599,4,5,9,9,888300,74000,481100,37000
4570,2017-01-05,4823,4,8,2,3,943400,39300,491300,19600
4571,2017-01-06,5575,5,5,7,5,1158500,289600,724000,144800
4572,2017-01-09,1241,1,2,4,1,841800,70100,455900,35000
4573,2017-01-10,3799,3,7,9,9,933000,77700,505300,38800
4574,2017-01-11,0960,0,9,6,0,1352900,112700,732800,56300
4575,2017-01-12,3230,3,2,3,0,1188900,99000,643900,49500
4576,2017-01-13,4034,4,0,3,4,1181200,98400,639800,49200
4577,2017-01-16,0818,0,8,1,8,559800,46600,303200,23300
4578,2017-01-17,9459,9,4,5,9,1327800,110600,719200,55300
4579,2017-01-18,4863,4,8,6,3,921100,38300,479700,19100
4580,2017-01-19,9032,9,0,3,2,1121900,46700,584300,23300
4581,2017-01-20,7097,7,0,9,7,1217100,101400,659200,50700
4582,2017-01-23,6940,6,9,4,0,1274700,53100,663900,26500
4583,2017-01-24,2054,2,0,5,4,1134300,47200,590700,23600
4584,2017-01-25,2508,2,5,0,8,940100,39100,489600,19500
4585,2017-01-26,9178,9,1,7,8,1331100,55400,693200,27700
4586,2017-01-27,1300,1,3,0,0,1045300,87100,566200,43500
4587,2017-01-30,1912,1,9,1,2,693000,57700,375300,28800
4588,2017-01-31,6652,6,6,5,2,1234000,102800,668400,51400
4589,2017-02-01,6646,6,6,4,6,987900,246900,617400,123400
4590,2017-02-02,6109,6,1,0,9,913700,38000,475800,19000
4591,2017-02-03,3402,3,4,0,2,1103400,45900,574600,22900
4592,2017-02-06,3293,3,2,9,3,967900,80600,524200,40300
4593,2017-02-07,4787,4,7,8,7,1137200,94700,615900,47300
4594,2017-02-08,1702,1,7,0,2,847600,35300,441400,17600
4595,2017-02-09,8785,8,7,8,5,1089700,90800,590200,45400
4596,2017-02-10,1320,1,3,2,0,764600,31800,398200,15900
4597,2017-02-13,5571,5,5,7,1,1107800,92300,600000,46100
4598,2017-02-14,7837,7,8,3,7,1140700,95000,617800,47500
4599,2017-02-15,7985,7,9,8,5,869900,36200,453000,18100
4600,2017-02-16,7499,7,4,9,9,934800,77900,506300,38900
4601,2017-02-17,3877,3,8,7,7,1120000,93300,606600,46600
4602,2017-02-20,7328,7,3,2,8,790900,32900,411900,16400
4603,2017-02-21,4088,4,0,8,8,947400,78900,513100,39400
4604,2017-02-22,5256,5,2,5,6,1144000,95300,619600,47600
4605,2017-02-23,4671,4,6,7,1,1094200,45500,569800,22700
4606,2017-02-24,5812,5,8,1,2,857800,35700,446700,17800
4607,2017-02-27,2882,2,8,8,2,800100,133300,466700,66600
4608,2017-02-28,1347,1,3,4,7,764500,31800,398100,15900
4609,2017-03-01,9139,9,1,3,9,948900,79000,513900,39500
4610,2017-03-02,1340,1,3,4,0,1037400,43200,540300,21600
4611,2017-03-03,7925,7,9,2,5,1101800,45900,573800,22900
4612,2017-03-06,0474,0,4,7,4,1197900,99800,648800,49900
4613,2017-03-07,6505,6,5,0,5,1436300,119600,777900,59800
4614,2017-03-08,8319,8,3,1,9,710100,29500,369800,14700
4615,2017-03-09,4756,4,7,5,6,897900,37400,467600,18700
4616,2017-03-10,1515,1,5,1,5,631500,105200,368300,52600
4617,2017-03-13,3806,3,8,0,6,1017900,42400,530100,21200
4618,2017-03-14,3748,3,7,4,8,578600,24100,301300,12000
4619,2017-03-15,5750,5,7,5,0,1479300,123200,801200,61600
4620,2017-03-16,9808,9,8,0,8,1240600,103300,671900,51600
4621,2017-03-17,0681,0,6,8,1,1228300,51100,639700,25500
4622,2017-03-20,2898,2,8,9,8,1115800,92900,604300,46400
4623,2017-03-21,7959,7,9,5,9,1114900,92900,603900,46400
4624,2017-03-22,0289,0,2,8,9,1115500,46400,580900,23200
4625,2017-03-23,4378,4,3,7,8,913600,38000,475800,19000
4626,2017-03-24,8194,8,1,9,4,1089100,45300,567200,22600
4627,2017-03-27,8576,8,5,7,6,800600,33300,416900,16600
4628,2017-03-28,1709,1,7,0,9,1074200,44700,559400,22300
4629,2017-03-29,4995,4,9,9,5,873600,72800,473200,36400
4630,2017-03-30,5793,5,7,9,3,817800,34000,425900,17000
4631,2017-03-31,3491,3,4,9,1,862500,35900,449200,17900
4632,2017-04-03,2581,2,5,8,1,949000,39500,494200,19700
4633,2017-04-04,0924,0,9,2,4,526500,21900,274200,10900
4634,2017-04-05,5971,5,9,7,1,894500,37200,465800,18600
4635,2017-04-06,9800,9,8,0,0,901900,75100,488500,37500
